route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
600633,2,6330167-633-006-1341.2.21-175200-15,"Sechtem Bf",0,NaN,
600633,2,6330169-633-006-1341.2.21-182200-15,"Sechtem Bf",0,NaN,
600633,2,6330171-633-006-1341.2.21-185200-15,"Sechtem Bf",0,NaN,
600633,2,6330173-633-006-1341.2.21-192200-15,"Sechtem Bf",0,NaN,
800384,2,2683-384-008-687.2.36-052400-582,"Wahn S-Bahn",0,NaN,
800384,2,2685-384-008-687.2.36-054400-582,"Wahn S-Bahn",0,NaN,
800384,2,2686-384-008-687.2.36-060400-582,"Wahn S-Bahn",0,NaN,
800384,2,2687-384-008-687.2.36-062400-582,"Wahn S-Bahn",0,NaN,
800384,2,2688-384-008-687.2.36-064400-582,"Wahn S-Bahn",0,NaN,
800384,2,2689-384-008-687.2.36-070400-582,"Wahn S-Bahn",0,NaN,
800384,2,2690-384-008-687.2.36-072400-582,"Wahn S-Bahn",0,NaN,
800384,2,2691-384-008-687.2.36-074400-582,"Wahn S-Bahn",0,NaN,
800384,2,2692-384-008-687.2.36-080400-582,"Wahn S-Bahn",0,NaN,
800384,2,2693-384-008-687.2.36-082400-582,"Wahn S-Bahn",0,NaN,
800384,2,2694-384-008-687.2.36-084400-582,"Wahn S-Bahn",0,NaN,
800384,2,2695-384-008-687.2.36-090400-582,"Wahn S-Bahn",0,NaN,
800384,2,2696-384-008-687.2.36-092400-582,"Wahn S-Bahn",0,NaN,
800384,2,2697-384-008-687.2.36-094400-582,"Wahn S-Bahn",0,NaN,
800384,2,2698-384-008-687.2.36-100400-582,"Wahn S-Bahn",0,NaN,
800384,2,2699-384-008-687.2.36-102400-582,"Wahn S-Bahn",0,NaN,
800384,2,2700-384-008-687.2.36-104400-582,"Wahn S-Bahn",0,NaN,
800384,2,2701-384-008-687.2.36-110400-582,"Wahn S-Bahn",0,NaN,
800384,2,2702-384-008-687.2.36-112400-582,"Wahn S-Bahn",0,NaN,
800384,2,2703-384-008-687.2.36-114400-582,"Wahn S-Bahn",0,NaN,
800384,2,2704-384-008-687.2.36-120400-582,"Wahn S-Bahn",0,NaN,
800384,2,2705-384-008-687.2.36-122400-582,"Wahn S-Bahn",0,NaN,
800384,2,2706-384-008-687.2.36-124400-582,"Wahn S-Bahn",0,NaN,
800384,2,2707-384-008-687.2.36-130400-582,"Wahn S-Bahn",0,NaN,
800384,2,2708-384-008-687.2.36-132400-582,"Wahn S-Bahn",0,NaN,
800384,2,2709-384-008-687.2.36-134400-582,"Wahn S-Bahn",0,NaN,
800384,2,2710-384-008-687.2.36-140400-582,"Wahn S-Bahn",0,NaN,
800384,2,2711-384-008-687.2.36-142400-582,"Wahn S-Bahn",0,NaN,
800384,2,2712-384-008-687.2.36-144400-582,"Wahn S-Bahn",0,NaN,
800384,2,2713-384-008-687.2.36-150400-582,"Wahn S-Bahn",0,NaN,
800384,2,2714-384-008-687.2.36-152400-582,"Wahn S-Bahn",0,NaN,
800384,2,2716-384-008-687.2.36-154400-582,"Wahn S-Bahn",0,NaN,
800384,2,2715-384-008-687.2.36-160400-582,"Wahn S-Bahn",0,NaN,
800384,2,2720-384-008-687.2.36-162400-582,"Wahn S-Bahn",0,NaN,
800384,2,2717-384-008-687.2.36-164400-582,"Wahn S-Bahn",0,NaN,
800384,2,2718-384-008-687.2.36-170400-582,"Wahn S-Bahn",0,NaN,
800384,2,2723-384-008-687.2.36-172400-582,"Wahn S-Bahn",0,NaN,
800384,2,2719-384-008-687.2.36-174400-582,"Wahn S-Bahn",0,NaN,
800384,2,2722-384-008-687.2.36-180400-582,"Wahn S-Bahn",0,NaN,
800384,2,2724-384-008-687.2.36-182400-582,"Wahn S-Bahn",0,NaN,
800384,2,2721-384-008-687.2.36-184400-582,"Wahn S-Bahn",0,NaN,
800384,2,2725-384-008-687.2.36-190400-582,"Wahn S-Bahn",0,NaN,
800384,2,2726-384-008-687.2.36-192400-582,"Wahn S-Bahn",0,NaN,
800384,2,2804-384-008-687.2.36-194400-582,"Wahn S-Bahn",0,NaN,
800384,2,2807-384-008-687.2.36-200400-582,"Wahn S-Bahn",0,NaN,
800384,2,2808-384-008-687.2.36-203300-582,"Wahn S-Bahn",0,NaN,
800384,2,2857-384-008-687.2.36-210300-582,"Wahn S-Bahn",0,NaN,
800384,2,2849-384-008-687.2.36-213300-582,"Wahn S-Bahn",0,NaN,
800384,2,2858-384-008-687.2.36-220300-582,"Wahn S-Bahn",0,NaN,
800384,2,2727-384-008-687.2.36-223300-582,"Wahn S-Bahn",0,NaN,
800384,2,2859-384-008-687.2.36-230300-582,"Wahn S-Bahn",0,NaN,
800384,2,2850-384-008-687.2.36-233300-582,"Wahn S-Bahn",0,NaN,
800381,1,2611-381-008-687.2.36-065300-582,"Wahn S-Bahn",0,NaN,
800381,2,2440-381-008-687.2.36-213500-582,"Wahn S-Bahn",0,NaN,
800381,2,2441-381-008-687.2.36-223500-582,"Wahn S-Bahn",0,NaN,
800381,2,2442-381-008-687.2.36-233500-582,"Wahn S-Bahn",0,NaN,
800381,2,2443-381-008-687.2.36-243500-582,"Wahn S-Bahn",0,NaN,
800381,2,2483-381-008-687.2.36-053300-582,"Wahn S-Bahn",0,NaN,
800381,2,2493-381-008-687.2.36-055300-582,"Wahn S-Bahn",0,NaN,
800381,2,2492-381-008-687.2.36-061300-582,"Wahn S-Bahn",0,NaN,
800381,2,2484-381-008-687.2.36-063300-582,"Wahn S-Bahn",0,NaN,
800381,2,2397-381-008-687.2.36-071300-582,"Wahn S-Bahn",0,NaN,
800381,2,2398-381-008-687.2.36-073300-582,"Wahn S-Bahn",0,NaN,
800381,2,2400-381-008-687.2.36-075300-582,"Wahn S-Bahn",0,NaN,
800381,2,2401-381-008-687.2.36-081300-582,"Wahn S-Bahn",0,NaN,
800381,2,2402-381-008-687.2.36-083300-582,"Wahn S-Bahn",0,NaN,
800381,2,2403-381-008-687.2.36-085300-582,"Wahn S-Bahn",0,NaN,
800381,2,2404-381-008-687.2.36-091300-582,"Wahn S-Bahn",0,NaN,
800381,2,2405-381-008-687.2.36-093300-582,"Wahn S-Bahn",0,NaN,
800381,2,2406-381-008-687.2.36-095300-582,"Wahn S-Bahn",0,NaN,
800381,2,2407-381-008-687.2.36-101300-582,"Wahn S-Bahn",0,NaN,
800381,2,2408-381-008-687.2.36-103300-582,"Wahn S-Bahn",0,NaN,
800381,2,2409-381-008-687.2.36-105300-582,"Wahn S-Bahn",0,NaN,
800381,2,2412-381-008-687.2.36-111300-582,"Wahn S-Bahn",0,NaN,
800381,2,2413-381-008-687.2.36-113300-582,"Wahn S-Bahn",0,NaN,
800381,2,2414-381-008-687.2.36-115300-582,"Wahn S-Bahn",0,NaN,
800381,2,2415-381-008-687.2.36-121300-582,"Wahn S-Bahn",0,NaN,
800381,2,2416-381-008-687.2.36-123300-582,"Wahn S-Bahn",0,NaN,
800381,2,2417-381-008-687.2.36-125300-582,"Wahn S-Bahn",0,NaN,
800381,2,2436-381-008-687.2.36-185300-582,"Wahn S-Bahn",0,NaN,
800381,2,2437-381-008-687.2.36-191300-582,"Wahn S-Bahn",0,NaN,
800381,2,2486-381-008-687.2.36-193300-582,"Wahn S-Bahn",0,NaN,
800381,2,2487-381-008-687.2.36-195300-582,"Wahn S-Bahn",0,NaN,
800381,2,2438-381-008-687.2.36-201300-582,"Wahn S-Bahn",0,NaN,
800381,2,2439-381-008-687.2.36-203300-582,"Wahn S-Bahn",0,NaN,
800381,3,2396-381-008-687.2.36-065300-582,"Wahn S-Bahn",0,NaN,
800381,2,2418-381-008-687.2.36-131000-582,"Wahn S-Bahn",0,NaN,
800381,2,2485-381-008-687.2.36-133000-582,"Wahn S-Bahn",0,NaN,
800381,2,2419-381-008-687.2.36-135000-582,"Wahn S-Bahn",0,NaN,
800381,2,2420-381-008-687.2.36-141000-582,"Wahn S-Bahn",0,NaN,
800381,2,2421-381-008-687.2.36-143000-582,"Wahn S-Bahn",0,NaN,
800381,2,2423-381-008-687.2.36-145000-582,"Wahn S-Bahn",0,NaN,
800381,2,2424-381-008-687.2.36-151000-582,"Wahn S-Bahn",0,NaN,
800381,2,2425-381-008-687.2.36-153000-582,"Wahn S-Bahn",0,NaN,
800381,2,2426-381-008-687.2.36-155000-582,"Wahn S-Bahn",0,NaN,
800381,2,2427-381-008-687.2.36-161000-582,"Wahn S-Bahn",0,NaN,
800381,2,2428-381-008-687.2.36-163000-582,"Wahn S-Bahn",0,NaN,
800381,2,2429-381-008-687.2.36-165000-582,"Wahn S-Bahn",0,NaN,
800381,2,2430-381-008-687.2.36-171000-582,"Wahn S-Bahn",0,NaN,
800381,2,2431-381-008-687.2.36-173000-582,"Wahn S-Bahn",0,NaN,
800381,2,2432-381-008-687.2.36-175000-582,"Wahn S-Bahn",0,NaN,
800381,2,2434-381-008-687.2.36-181000-582,"Wahn S-Bahn",0,NaN,
800381,2,2435-381-008-687.2.36-183000-582,"Wahn S-Bahn",0,NaN,
800541,1,3783-541-008-2136.2.22-064700-1,"Oberkassel Süd/Römlinghoven",0,NaN,
800541,2,3869-541-008-2182.2.22-061300-1,"Oberpleis Busbf",1,NaN,
800541,2,3863-541-008-2182.2.22-071300-1,"Oberpleis Busbf",1,NaN,
800541,2,3785-541-008-2182.2.22-074300-1,"Oberpleis Busbf",1,NaN,
800541,2,3840-541-008-2182.2.22-081300-1,"Oberpleis Busbf",1,NaN,
800541,2,3784-541-008-2182.2.22-084300-1,"Oberpleis Busbf",1,NaN,
800541,2,3843-541-008-2182.2.22-091300-1,"Oberpleis Busbf",1,NaN,
800541,2,3867-541-008-2182.2.22-101300-1,"Oberpleis Busbf",1,NaN,
800541,2,3853-541-008-2182.2.22-111300-1,"Oberpleis Busbf",1,NaN,
800541,2,3860-541-008-2182.2.22-121300-1,"Oberpleis Busbf",1,NaN,
800541,2,3873-541-008-2182.2.22-124300-1,"Oberpleis Busbf",1,NaN,
800541,2,3844-541-008-2182.2.22-131300-1,"Oberpleis Busbf",1,NaN,
800541,2,3786-541-008-2182.2.22-134300-1,"Oberpleis Busbf",1,NaN,
800541,2,3849-541-008-2182.2.22-141300-1,"Oberpleis Busbf",1,NaN,
800541,2,3787-541-008-2182.2.22-144300-1,"Oberpleis Busbf",1,NaN,
800541,2,3834-541-008-2182.2.22-151300-1,"Oberpleis Busbf",1,NaN,
800541,2,3788-541-008-2182.2.22-154300-1,"Oberpleis Busbf",1,NaN,
800541,2,3856-541-008-2182.2.22-161300-1,"Oberpleis Busbf",1,NaN,
800541,2,3789-541-008-2182.2.22-164300-1,"Oberpleis Busbf",1,NaN,
800541,2,3847-541-008-2182.2.22-171300-1,"Oberpleis Busbf",1,NaN,
800541,2,3790-541-008-2182.2.22-174300-1,"Oberpleis Busbf",1,NaN,
800541,2,3846-541-008-2182.2.22-181300-1,"Oberpleis Busbf",1,NaN,
800541,2,3791-541-008-2182.2.22-184300-1,"Oberpleis Busbf",1,NaN,
800541,2,3858-541-008-2182.2.22-191300-1,"Oberpleis Busbf",1,NaN,
800541,2,3854-541-008-2182.2.22-201300-1,"Oberpleis Busbf",1,NaN,
800541,2,3836-541-008-2182.2.22-211300-1,"Oberpleis Busbf",1,NaN,
800541,2,3820-541-008-2140.2.23-050200-1,"Königswinter Bf",0,NaN,
800541,2,3831-541-008-2140.2.23-060200-1,"Königswinter Bf",0,NaN,
800541,2,3776-541-008-2140.2.23-063200-1,"Königswinter Bf",0,NaN,
800541,2,3832-541-008-2140.2.23-070200-1,"Königswinter Bf",0,NaN,
800541,2,3777-541-008-2140.2.23-073200-1,"Königswinter Bf",0,NaN,
800541,2,3862-541-008-2140.2.23-080200-1,"Königswinter Bf",0,NaN,
800541,2,3823-541-008-2140.2.23-090200-1,"Königswinter Bf",0,NaN,
800541,2,3817-541-008-2140.2.23-100200-1,"Königswinter Bf",0,NaN,
800541,2,3809-541-008-2140.2.23-110200-1,"Königswinter Bf",0,NaN,
800541,2,3872-541-008-2140.2.23-113200-1,"Königswinter Bf",0,NaN,
800541,2,3830-541-008-2140.2.23-120200-1,"Königswinter Bf",0,NaN,
800541,2,3818-541-008-2140.2.23-123200-1,"Königswinter Bf",0,NaN,
800541,2,3870-541-008-2140.2.23-130200-1,"Königswinter Bf",0,NaN,
800541,2,3816-541-008-2140.2.23-133200-1,"Königswinter Bf",0,NaN,
800541,2,3833-541-008-2140.2.23-140200-1,"Königswinter Bf",0,NaN,
800541,2,3778-541-008-2140.2.23-143200-1,"Königswinter Bf",0,NaN,
800541,2,3841-541-008-2140.2.23-150200-1,"Königswinter Bf",0,NaN,
800541,2,3779-541-008-2140.2.23-153200-1,"Königswinter Bf",0,NaN,
800541,2,3806-541-008-2140.2.23-160200-1,"Königswinter Bf",0,NaN,
800541,2,3780-541-008-2140.2.23-163200-1,"Königswinter Bf",0,NaN,
800541,2,3813-541-008-2140.2.23-170200-1,"Königswinter Bf",0,NaN,
800541,2,3781-541-008-2140.2.23-173200-1,"Königswinter Bf",0,NaN,
800541,2,3822-541-008-2140.2.23-180200-1,"Königswinter Bf",0,NaN,
800541,2,3821-541-008-2140.2.23-190200-1,"Königswinter Bf",0,NaN,
800541,2,3827-541-008-2140.2.23-200200-1,"Königswinter Bf",0,NaN,
800541,1,3782-541-008-2140.2.23-065200-1,"Königswinter Bf",0,NaN,
800521,88,1438-521-008-2140.2.24-071800-17,"Königswinter Schulzentrum",0,NaN,
800521,89,50-521-008-2140.2.24-071800-165,"Königswinter Schulzentrum",0,NaN,
800521,88,1435-521-008-2182.2.22-204600-17,"Oberpleis Busbf",1,NaN,
800521,88,1461-521-008-2182.2.22-214600-17,"Oberpleis Busbf",1,NaN,
800521,88,1500-521-008-2182.2.22-224600-17,"Oberpleis Busbf",1,NaN,
800521,88,1442-521-008-2182.2.22-234600-17,"Oberpleis Busbf",1,NaN,
800521,93,47-521-008-2182.2.22-204600-165,"Oberpleis Busbf",1,NaN,
800521,93,74-521-008-2182.2.22-214600-165,"Oberpleis Busbf",1,NaN,
800521,93,113-521-008-2182.2.22-224600-165,"Oberpleis Busbf",1,NaN,
800521,93,55-521-008-2182.2.22-234600-165,"Oberpleis Busbf",1,NaN,
800521,88,1470-521-008-2182.2.22-060200-17,"Oberpleis Busbf",1,NaN,
800521,88,1444-521-008-2182.2.22-063200-17,"Oberpleis Busbf",1,NaN,
800521,88,1446-521-008-2182.2.22-070200-17,"Oberpleis Busbf",1,NaN,
800521,88,1392-521-008-2182.2.22-073200-17,"Oberpleis Busbf",1,NaN,
800521,88,1448-521-008-2182.2.22-080200-17,"Oberpleis Busbf",1,NaN,
800521,88,1460-521-008-2182.2.22-083200-17,"Oberpleis Busbf",1,NaN,
800521,88,1467-521-008-2182.2.22-090200-17,"Oberpleis Busbf",1,NaN,
800521,88,1466-521-008-2182.2.22-093200-17,"Oberpleis Busbf",1,NaN,
800521,88,1480-521-008-2182.2.22-100200-17,"Oberpleis Busbf",1,NaN,
800521,88,1494-521-008-2182.2.22-103200-17,"Oberpleis Busbf",1,NaN,
800521,88,1413-521-008-2182.2.22-110200-17,"Oberpleis Busbf",1,NaN,
800521,88,1443-521-008-2182.2.22-113200-17,"Oberpleis Busbf",1,NaN,
800521,88,1488-521-008-2182.2.22-120200-17,"Oberpleis Busbf",1,NaN,
800521,88,1474-521-008-2182.2.22-123200-17,"Oberpleis Busbf",1,NaN,
800521,88,1485-521-008-2182.2.22-130200-17,"Oberpleis Busbf",1,NaN,
800521,88,1447-521-008-2182.2.22-133200-17,"Oberpleis Busbf",1,NaN,
800521,88,1490-521-008-2182.2.22-140200-17,"Oberpleis Busbf",1,NaN,
800521,88,1464-521-008-2182.2.22-143200-17,"Oberpleis Busbf",1,NaN,
800521,88,1495-521-008-2182.2.22-150200-17,"Oberpleis Busbf",1,NaN,
800521,88,1458-521-008-2182.2.22-153200-17,"Oberpleis Busbf",1,NaN,
800521,88,1455-521-008-2182.2.22-160200-17,"Oberpleis Busbf",1,NaN,
800521,88,1450-521-008-2182.2.22-163200-17,"Oberpleis Busbf",1,NaN,
800521,88,1483-521-008-2182.2.22-170200-17,"Oberpleis Busbf",1,NaN,
800521,88,1441-521-008-2182.2.22-173200-17,"Oberpleis Busbf",1,NaN,
800521,88,1486-521-008-2182.2.22-180200-17,"Oberpleis Busbf",1,NaN,
800521,88,1493-521-008-2182.2.22-183200-17,"Oberpleis Busbf",1,NaN,
800521,88,1487-521-008-2182.2.22-190200-17,"Oberpleis Busbf",1,NaN,
800521,88,1402-521-008-2182.2.22-193200-17,"Oberpleis Busbf",1,NaN,
800521,88,1478-521-008-2182.2.22-200200-17,"Oberpleis Busbf",1,NaN,
800521,93,83-521-008-2182.2.22-060200-165,"Oberpleis Busbf",1,NaN,
800521,93,57-521-008-2182.2.22-063200-165,"Oberpleis Busbf",1,NaN,
800521,93,59-521-008-2182.2.22-070200-165,"Oberpleis Busbf",1,NaN,
800521,93,3-521-008-2182.2.22-073200-165,"Oberpleis Busbf",1,NaN,
800521,93,61-521-008-2182.2.22-080200-165,"Oberpleis Busbf",1,NaN,
800521,93,73-521-008-2182.2.22-083200-165,"Oberpleis Busbf",1,NaN,
800521,93,80-521-008-2182.2.22-090200-165,"Oberpleis Busbf",1,NaN,
800521,93,79-521-008-2182.2.22-093200-165,"Oberpleis Busbf",1,NaN,
800521,93,93-521-008-2182.2.22-100200-165,"Oberpleis Busbf",1,NaN,
800521,93,107-521-008-2182.2.22-103200-165,"Oberpleis Busbf",1,NaN,
800521,93,25-521-008-2182.2.22-110200-165,"Oberpleis Busbf",1,NaN,
800521,93,56-521-008-2182.2.22-113200-165,"Oberpleis Busbf",1,NaN,
800521,93,101-521-008-2182.2.22-120200-165,"Oberpleis Busbf",1,NaN,
800521,93,87-521-008-2182.2.22-123200-165,"Oberpleis Busbf",1,NaN,
800521,93,98-521-008-2182.2.22-130200-165,"Oberpleis Busbf",1,NaN,
800521,93,60-521-008-2182.2.22-133200-165,"Oberpleis Busbf",1,NaN,
800521,93,103-521-008-2182.2.22-140200-165,"Oberpleis Busbf",1,NaN,
800521,93,77-521-008-2182.2.22-143200-165,"Oberpleis Busbf",1,NaN,
800521,93,108-521-008-2182.2.22-150200-165,"Oberpleis Busbf",1,NaN,
800521,93,71-521-008-2182.2.22-153200-165,"Oberpleis Busbf",1,NaN,
800521,93,68-521-008-2182.2.22-160200-165,"Oberpleis Busbf",1,NaN,
800521,93,63-521-008-2182.2.22-163200-165,"Oberpleis Busbf",1,NaN,
800521,93,96-521-008-2182.2.22-170200-165,"Oberpleis Busbf",1,NaN,
800521,93,54-521-008-2182.2.22-173200-165,"Oberpleis Busbf",1,NaN,
800521,93,99-521-008-2182.2.22-180200-165,"Oberpleis Busbf",1,NaN,
800521,93,106-521-008-2182.2.22-183200-165,"Oberpleis Busbf",1,NaN,
800521,93,100-521-008-2182.2.22-190200-165,"Oberpleis Busbf",1,NaN,
800521,93,14-521-008-2182.2.22-193200-165,"Oberpleis Busbf",1,NaN,
800521,93,91-521-008-2182.2.22-200200-165,"Oberpleis Busbf",1,NaN,
800521,88,1501-521-008-2182.2.22-140000-17,"Boseroth",1,NaN,
800521,88,1439-521-008-2188.2.22-071500-17,"Königswinter Schulzentrum",0,NaN,
800521,89,51-521-008-2188.2.22-071500-165,"Königswinter Schulzentrum",0,NaN,
800521,89,114-521-008-2182.2.22-140000-165,"Boseroth",1,NaN,
800521,89,1-521-008-2182.2.22-070100-165,"Oberpleis Busbf",1,NaN,
1200800,2,53-800-012-687.2.29-072000-1,"Rheinbach Bf",0,NaN,
1200800,2,11-800-012-687.2.29-075000-1,"Rheinbach Bf",0,NaN,
1200800,2,15-800-012-687.2.29-082000-1,"Rheinbach Bf",0,NaN,
1200800,2,17-800-012-687.2.29-092000-1,"Rheinbach Bf",0,NaN,
1200800,2,19-800-012-687.2.29-102000-1,"Rheinbach Bf",0,NaN,
1200800,2,21-800-012-687.2.29-112000-1,"Rheinbach Bf",0,NaN,
1200800,2,23-800-012-687.2.29-122000-1,"Rheinbach Bf",0,NaN,
1200800,2,29-800-012-687.2.29-142000-1,"Rheinbach Bf",0,NaN,
1200800,2,31-800-012-687.2.29-152000-1,"Rheinbach Bf",0,NaN,
1200800,2,33-800-012-687.2.29-162000-1,"Rheinbach Bf",0,NaN,
1200800,2,35-800-012-687.2.29-172000-1,"Rheinbach Bf",0,NaN,
1200800,2,37-800-012-687.2.29-182000-1,"Rheinbach Bf",0,NaN,
1200800,3,7-800-012-687.2.29-064000-1,"Rheinbach Bf",0,NaN,
1200800,2,39-800-012-687.2.29-192000-1,"Rheinbach Bf",0,NaN,
1200800,2,41-800-012-687.2.29-202000-1,"Rheinbach Bf",0,NaN,
1200800,2,43-800-012-687.2.29-212000-1,"Rheinbach Bf",0,NaN,
1200800,2,45-800-012-687.2.29-222000-1,"Rheinbach Bf",0,NaN,
1200800,2,47-800-012-687.2.29-232000-1,"Rheinbach Bf",0,NaN,
1200800,2,27-800-012-687.2.29-132000-1,"Rheinbach Bf",0,NaN,
1200800,1,28-800-012-1690.2.22-132800-1,"Bonn Hbf",1,NaN,
1200800,1,58-800-012-1690.2.22-155600-1,"Bonn Hbf",1,NaN,
1200800,1,51-800-012-1320.2.22-161500-1,"Lüftelberg Ort",0,NaN,
1200800,1,10-800-012-6027.2.22-071100-1,"Bonn Hbf",1,NaN,
1200800,1,9-800-012-687.2.29-064000-1,"Rheinbach Bf",0,NaN,
1200800,2,2-800-012-1690.2.22-052600-1,"Bonn Hbf",1,NaN,
1200800,2,4-800-012-1690.2.22-055600-1,"Bonn Hbf",1,NaN,
1200800,2,6-800-012-1690.2.22-065600-1,"Bonn Hbf",1,NaN,
1200800,2,12-800-012-1690.2.22-072600-1,"Bonn Hbf",1,NaN,
1200800,2,14-800-012-1690.2.22-082600-1,"Bonn Hbf",1,NaN,
1200800,2,16-800-012-1690.2.22-092600-1,"Bonn Hbf",1,NaN,
1200800,2,18-800-012-1690.2.22-102600-1,"Bonn Hbf",1,NaN,
1200800,2,20-800-012-1690.2.22-112600-1,"Bonn Hbf",1,NaN,
1200800,2,24-800-012-1690.2.22-122600-1,"Bonn Hbf",1,NaN,
1200800,2,34-800-012-1690.2.22-142600-1,"Bonn Hbf",1,NaN,
1200800,2,36-800-012-1690.2.22-152600-1,"Bonn Hbf",1,NaN,
1200800,2,38-800-012-1690.2.22-162600-1,"Bonn Hbf",1,NaN,
1200800,2,40-800-012-1690.2.22-172600-1,"Bonn Hbf",1,NaN,
1200800,2,42-800-012-1690.2.22-182600-1,"Bonn Hbf",1,NaN,
